v_mean_m_per_s,p_from_bar,p_to_bar,t_from_k,t_to_k,mdot_from_kg_per_s,mdot_to_kg_per_s,vdot_norm_m3_per_s,reynolds,lambda,?,kp,D,hi,Bi,?
0.286435677,8.004510327,8.003426691,308.15,308.15,0.417849115,-0.417849115,0.000417899,17192.29837,0.033390999,0.898912867,0.191,0.0431,328.8217069,37.10004075,#NUM!
0.455924244,9.172523473,9.16733766,353.640625,353.640625,0.665097112,-0.665097112,0.000665177,55927.85602,0.030813217,0.78328105,0.252,0.0431,1114.712928,95.32564923,#NUM!
0.455924244,7.989902058,7.984515229,308.15,308.15,0.665097112,-0.665097112,0.000665177,27365.25598,0.032007217,0.898912867,0.252,0.0431,629.2454925,53.81047763,#NUM!
0.20513519,9.61966179,9.609846444,353.640625,353.640625,0.796138551,-0.796138551,0.000796234,41044.38077,0.027318954,0.78328105,0.205,0.0703,434.048973,74.42351902,#NUM!
0.20513519,7.548221879,7.537821789,308.15,308.15,0.796138551,-0.796138551,0.000796234,20082.83647,0.028946877,0.898912867,0.205,0.0703,245.0167687,42.01141181,#NUM!
0.087286612,8.886188895,8.883009339,353.640625,353.640625,0.127332718,-0.127332718,0.000127348,10707.37764,0.035645485,0.78328105,0.191,0.0431,225.1333448,25.40117058,#NUM!
0.087286612,8.276737085,8.273001047,308.15,308.15,0.127332718,-0.127332718,0.000127348,5239.073172,0.041884422,0.898912867,0.191,0.0431,127.0857625,14.33873393,#NUM!
0.341519461,9.25587417,9.243904484,353.640625,353.640625,0.498204714,-0.498204714,0.000498264,41893.91445,0.031196594,0.78328105,0.191,0.0431,670.5236199,75.65331941,#NUM!
0.341519461,7.911283671,7.898702192,308.15,308.15,0.498204714,-0.498204714,0.000498264,20498.50959,0.032791138,0.898912867,0.191,0.0431,378.5045949,42.70562314,#NUM!
0.122031768,9.579529402,9.575721697,353.640625,353.640625,0.178018558,-0.178018558,0.00017804,14969.53767,0.03394413,0.78328105,0.166,0.0431,255.8201554,33.21038765,#NUM!
0.122031768,7.584831267,7.580522988,308.15,308.15,0.178018558,-0.178018558,0.00017804,7324.529483,0.038406372,0.898912867,0.166,0.0431,144.408193,18.74696722,#NUM!
0.059977716,9.174007537,9.173920761,353.640625,353.640625,0.471007434,-0.471007434,0.000471064,17070.57466,0.027153015,0.78328105,1,0.1,737.7950609,36.88975305,1.609438995
0.059977716,7.982968322,7.98286904,308.15,308.15,0.471007434,-0.471007434,0.000471064,8352.557714,0.031065941,0.898912867,1,0.1,416.4787226,20.82393613,1.609438995
0.311858962,9.161777309,9.157651103,353.640625,353.640625,0.454936315,-0.454936315,0.000454991,38255.48516,0.031341553,0.78328105,0.191,0.0431,623.5170001,70.34969294,#NUM!
0.311858962,7.999511854,7.995155762,308.15,308.15,0.454936315,-0.454936315,0.000454991,18718.24201,0.03308773,0.898912867,0.191,0.0431,351.9697779,39.71177337,#NUM!
0.19745418,9.173674658,9.163583271,353.640625,353.640625,0.288043917,-0.288043917,0.000288078,24221.54359,0.03231144,0.78328105,0.191,0.0431,432.5683907,48.8054912,#NUM!
0.19745418,7.994182656,7.983229926,308.15,308.15,0.288043917,-0.288043917,0.000288078,11851.49562,0.035068512,0.898912867,0.191,0.0431,244.1809932,27.5502639,#NUM!
0.337282247,9.228497185,9.214232829,353.640625,353.640625,0.492023514,-0.492023514,0.000492082,41374.13884,0.031215668,0.78328105,0.191,0.0431,663.8600001,74.90148168,#NUM!
0.337282247,7.941647601,7.926645461,308.15,308.15,0.492023514,-0.492023514,0.000492082,20244.18565,0.032830238,0.898912867,0.191,0.0431,374.7430411,42.28121746,#NUM!
0.040279636,9.778501241,9.778099495,353.640625,353.640625,0.093954239,-0.093954239,9.40E-05,6247.98899,0.03793335,0.78328105,0.18,0.0545,109.0449199,16.50818926,#NUM!
0.040279636,7.307033173,7.306518196,308.15,308.15,0.093954239,-0.093954239,9.40E-05,3057.113758,0.048624992,0.898912867,0.18,0.0545,61.55488341,9.318725404,#NUM!
0.333366989,9.201084946,9.188371566,353.640625,353.640625,0.777594951,-0.777594951,0.000777688,51710.32993,0.028927803,0.78328105,0.213,0.0545,699.8132786,89.53010254,#NUM!
0.333366989,7.969305604,7.95602449,308.15,308.15,0.777594951,-0.777594951,0.000777688,25301.63887,0.030220032,0.898912867,0.213,0.0545,395.0383457,50.53894329,#NUM!
0.653378424,9.134041288,9.110807257,353.640625,353.640625,0.953141029,-0.953141029,0.000953255,80149.39961,0.030467033,0.78328105,0.191,0.0431,1126.713626,127.1239719,#NUM!
0.653378424,8.044857077,8.020987468,308.15,308.15,0.953141029,-0.953141029,0.000953255,39216.7516,0.031300545,0.898912867,0.191,0.0431,636.019779,71.76034679,#NUM!
0.123726654,9.579475466,9.576866485,353.640625,353.640625,0.180491038,-0.180491038,0.000180513,15177.44792,0.033885956,0.78328105,0.166,0.0431,258.6586755,33.57888227,#NUM!
0.123726654,7.583537004,7.580589151,308.15,308.15,0.180491038,-0.180491038,0.000180513,7426.259059,0.038287163,0.898912867,0.166,0.0431,146.0105122,18.95497915,#NUM!
0.375417175,9.262634079,9.241623413,353.640625,353.640625,0.547654313,-0.547654313,0.00054772,46052.11936,0.031058311,0.78328105,0.191,0.0431,723.2576317,81.60315164,#NUM!
0.375417175,7.913826406,7.891834471,308.15,308.15,0.547654313,-0.547654313,0.00054772,22533.10112,0.03250885,0.898912867,0.191,0.0431,408.2724737,46.0642503,#NUM!
0.25015774,9.326065278,9.324884629,353.640625,353.640625,0.583505273,-0.583505273,0.000583575,38803.30004,0.02933979,0.78328105,0.18,0.0545,470.0111524,71.15446612,#NUM!
0.25015774,7.828412022,7.827162098,308.15,308.15,0.583505273,-0.583505273,0.000583575,18986.28544,0.031061172,0.898912867,0.18,0.0545,265.3170978,40.16606064,#NUM!
0.116285746,9.484548099,9.484295457,353.640625,353.640625,0.074174399,-0.074174399,7.42E-05,9432.559556,0.040496826,0.78328105,0.134,0.0285,215.8245349,22.95148972,#NUM!
0.116285746,7.664895126,7.664598304,308.15,308.15,0.074174399,-0.074174399,7.42E-05,4615.310244,0.047578812,0.898912867,0.134,0.0285,121.8310224,12.95591097,#NUM!
0.4847373,9.519713322,9.50956549,353.640625,353.640625,0.707129272,-0.707129272,0.000707214,59462.33019,0.030745506,0.78328105,0.166,0.0431,771.1903523,100.115374,#NUM!
0.4847373,7.644512944,7.633994317,308.15,308.15,0.707129272,-0.707129272,0.000707214,29094.65878,0.031868935,0.898912867,0.166,0.0431,435.3300663,56.51423451,#NUM!
0.266944492,9.949792696,9.92278068,353.640625,353.640625,0.389415595,-0.389415595,0.000389462,32745.86366,0.031622887,0.78328105,0.166,0.0431,478.5124126,62.12013549,#NUM!
0.266944492,7.119992117,7.0912376,308.15,308.15,0.389415595,-0.389415595,0.000389462,16022.40824,0.033662796,0.898912867,0.166,0.0431,270.1159833,35.06626168,#NUM!
0.386433932,9.589443235,9.588481467,353.640625,353.640625,0.563725433,-0.563725433,0.000563793,47403.53596,0.031019211,0.78328105,0.166,0.0431,643.3045734,83.51333468,#NUM!
0.386433932,7.649012215,7.648006754,308.15,308.15,0.563725433,-0.563725433,0.000563793,23194.34336,0.032427788,0.898912867,0.166,0.0431,363.1396863,47.14253157,#NUM!
0.376296601,9.669722462,9.63010986,353.640625,353.640625,0.87773039,-0.87773039,0.000877836,58369.37083,0.028786659,0.78328105,0.18,0.0545,651.5702445,98.64049535,#NUM!
0.376296601,7.538171751,7.496984313,308.15,308.15,0.87773039,-0.87773039,0.000877836,28559.87853,0.029931068,0.898912867,0.18,0.0545,367.8055838,55.68167866,#NUM!
0.149149939,9.711943268,9.711772957,353.640625,353.640625,0.217578237,-0.217578237,0.000217604,18296.1016,0.033166885,0.78328105,0.166,0.0431,300.368855,38.99366762,#NUM!
0.149149939,7.541036302,7.540847243,308.15,308.15,0.217578237,-0.217578237,0.000217604,8952.202701,0.036817551,0.898912867,0.166,0.0431,169.555536,22.01157712,#NUM!
0.390671146,9.589443235,9.588504635,353.640625,353.640625,0.569906633,-0.569906633,0.000569975,47923.31157,0.031003952,0.78328105,0.166,0.0431,648.9414354,84.24510803,#NUM!
0.390671146,7.648987552,7.648006754,308.15,308.15,0.569906633,-0.569906633,0.000569975,23448.6673,0.032398224,0.898912867,0.166,0.0431,366.3216446,47.55561109,#NUM!
0.292367777,8.724761789,8.710777805,353.640625,353.640625,0.426502795,-0.426502795,0.000426554,35864.51734,0.031453133,0.78328105,0.166,0.0431,514.6358554,66.80965472,#NUM!
0.292367777,8.45375736,8.438945284,308.15,308.15,0.426502795,-0.426502795,0.000426554,17548.35189,0.033315659,0.898912867,0.166,0.0431,290.5073441,37.71345341,#NUM!
0.48600561,9.542613598,9.534061606,353.640625,353.640625,1.133632067,-1.133632067,0.001133768,75386.91979,0.028538704,0.78328105,0.18,0.0545,799.5581097,121.0442138,#NUM!
0.48600561,7.61319939,7.604381871,308.15,308.15,1.133632067,-1.133632067,0.001133768,36886.491,0.029425621,0.898912867,0.18,0.0545,451.343412,68.32837766,#NUM!
0.4847373,9.667247716,9.630888143,353.640625,353.640625,0.707129272,-0.707129272,0.000707214,59462.33019,0.030745506,0.78328105,0.166,0.0431,771.1903523,100.115374,#NUM!
0.4847373,7.553850533,7.516162405,308.15,308.15,0.707129272,-0.707129272,0.000707214,29094.65878,0.031868935,0.898912867,0.166,0.0431,435.3300663,56.51423451,#NUM!
0.261817635,9.766861331,9.757961736,353.640625,353.640625,0.610702553,-0.610702553,0.000610776,40611.92844,0.029266357,0.78328105,0.18,0.0545,487.4567888,73.79554164,#NUM!
0.261817635,7.348960652,7.339560873,308.15,308.15,0.610702553,-0.610702553,0.000610776,19871.23943,0.030910492,0.898912867,0.18,0.0545,275.1650038,41.65692418,#NUM!
0.300675691,9.692427357,9.692116254,353.640625,353.640625,2.361218372,-2.361218372,0.002361501,85576.89657,0.024151802,0.78328105,1,0.1,2679.306865,133.9653432,1.609438995
0.300675691,7.48104164,7.480720481,308.15,308.15,2.361218372,-2.361218372,0.002361501,41872.40219,0.024931908,0.898912867,1,0.1,1512.444796,75.62223981,1.609438995
0.116806996,9.692427357,9.692092873,353.640625,353.640625,0.917290069,-0.917290069,0.0009174,33245.05615,0.025328636,0.78328105,1,0.1,1257.531543,62.87657713,1.609438995
0.116806996,7.4810815,7.480720481,308.15,308.15,0.917290069,-0.917290069,0.0009174,16266.66096,0.027338028,0.898912867,1,0.1,709.8653247,35.49326624,1.609438995
0.227367946,8.844931227,8.835418204,353.640625,353.640625,0.530346954,-0.530346954,0.000530411,35268.25364,0.029504776,0.78328105,0.18,0.0545,435.4320557,65.91957509,#NUM!
0.227367946,8.325454022,8.31533031,308.15,308.15,0.530346954,-0.530346954,0.000530411,17256.60266,0.031398773,0.898912867,0.18,0.0545,245.7975065,37.21101141,#NUM!
0.265249607,9.696416489,9.688291471,353.640625,353.640625,0.386943115,-0.386943115,0.000386989,32537.95341,0.031635284,0.78328105,0.166,0.0431,476.0803262,61.80440379,#NUM!
0.265249607,7.540970208,7.532317918,308.15,308.15,0.386943115,-0.386943115,0.000386989,15920.67867,0.033688545,0.898912867,0.166,0.0431,268.7430922,34.88803396,#NUM!
0.302627266,8.844951695,8.810553102,353.640625,353.640625,0.705893032,-0.705893032,0.000705978,46942.12781,0.029053688,0.78328105,0.18,0.0545,547.347893,82.86238936,#NUM!
0.302627266,8.351390359,8.315306935,308.15,308.15,0.705893032,-0.705893032,0.000705978,22968.57837,0.03047657,0.898912867,0.18,0.0545,308.9729972,46.77507875,#NUM!
0.433043287,9.64277318,9.6276629,353.640625,353.640625,0.631718632,-0.631718632,0.000631794,53121.06771,0.030873299,0.78328105,0.166,0.0431,704.6630267,91.47884473,#NUM!
0.433043287,7.608922027,7.593196291,308.15,308.15,0.631718632,-0.631718632,0.000631794,25991.90671,0.032131195,0.898912867,0.166,0.0431,397.7759852,51.63899085,#NUM!
0.39490836,9.645220409,9.630919488,353.640625,353.640625,0.576087833,-0.576087833,0.000576157,48443.08719,0.030989647,0.78328105,0.166,0.0431,654.566083,84.97529571,#NUM!
0.39490836,7.605436053,7.590498792,308.15,308.15,0.576087833,-0.576087833,0.000576157,23702.99124,0.03236866,0.898912867,0.166,0.0431,369.4967079,47.96779551,#NUM!
0.211860708,9.697023548,9.694898962,353.640625,353.640625,0.309059996,-0.309059996,0.000309097,25988.78068,0.032131195,0.78328105,0.166,0.0431,397.7377126,51.63402232,#NUM!
0.211860708,7.533961421,7.531666878,308.15,308.15,0.309059996,-0.309059996,0.000309097,12716.19702,0.034701347,0.898912867,0.166,0.0431,224.5193865,29.14694446,#NUM!
0.091090501,9.4432658,9.440343594,353.640625,353.640625,0.058103279,-0.058103279,5.81E-05,7388.838319,0.042373657,0.78328105,0.134,0.0285,177.5244189,18.87852962,#NUM!
0.091090501,7.711312275,7.707766598,308.15,308.15,0.058103279,-0.058103279,5.81E-05,3615.326358,0.05141449,0.898912867,0.134,0.0285,100.210949,10.65676137,#NUM!
0.05039049,9.473426326,9.47337157,353.640625,353.640625,0.03214224,-0.03214224,3.21E-05,4087.442474,0.049369812,0.78328105,0.134,0.0285,110.5499351,11.75624309,#NUM!
0.05039049,7.676602798,7.676529916,308.15,308.15,0.03214224,-0.03214224,3.21E-05,1999.967772,0.065712929,0.898912867,0.134,0.0285,62.40445101,6.63629423,#NUM!
0.083338118,9.473426326,9.473151195,353.640625,353.640625,0.053158319,-0.053158319,5.32E-05,6760.001015,0.043179512,0.78328105,0.134,0.0285,165.3311086,17.58185297,#NUM!
0.083338118,7.676868011,7.676529916,308.15,308.15,0.053158319,-0.053158319,5.32E-05,3307.639008,0.053061485,0.898912867,0.134,0.0285,93.32793422,9.924798975,#NUM!
0.262707278,8.766926764,8.759174956,353.640625,353.640625,0.383234395,-0.383234395,0.00038328,32226.08804,0.031654358,0.78328105,0.166,0.0431,472.4263577,61.33004824,#NUM!
0.262707278,8.403532361,8.395272938,308.15,308.15,0.383234395,-0.383234395,0.00038328,15768.0843,0.033727646,0.898912867,0.166,0.0431,266.6804597,34.62026449,#NUM!
0.167229775,9.586153213,9.583667295,353.640625,353.640625,0.649025992,-0.649025992,0.000649104,33460.09302,0.027672768,0.78328105,0.205,0.0703,368.6018255,63.20172765,#NUM!
0.167229775,7.649171665,7.646506401,308.15,308.15,0.649025992,-0.649025992,0.000649104,16371.87756,0.029668808,0.898912867,0.205,0.0703,208.0724385,35.6768108,#NUM!
0.05039049,9.647437809,9.647229561,353.640625,353.640625,0.03214224,-0.03214224,3.21E-05,4087.442474,0.049369812,0.78328105,0.156,0.0285,128.6999244,11.75624309,#NUM!
0.05039049,7.46994395,7.469666766,308.15,308.15,0.03214224,-0.03214224,3.21E-05,1999.967772,0.065712929,0.898912867,0.156,0.0285,72.64995789,6.63629423,#NUM!
0.124038129,9.469115613,9.466677866,353.640625,353.640625,0.079119359,-0.079119359,7.91E-05,10061.39686,0.040073395,0.78328105,0.134,0.0285,227.2604135,24.1676186,#NUM!
0.124038129,7.68397367,7.681132038,308.15,308.15,0.079119359,-0.079119359,7.91E-05,4922.997594,0.046711922,0.898912867,0.134,0.0285,128.2864738,13.64240486,#NUM!
0.219948013,9.733714257,9.731723854,353.640625,353.640625,0.513039594,-0.513039594,0.000513101,34117.3083,0.029565811,0.78328105,0.18,0.0545,424.0265413,64.19290694,#NUM!
0.219948013,7.342865478,7.340743265,308.15,308.15,0.513039594,-0.513039594,0.000513101,16693.45013,0.031523705,0.898912867,0.18,0.0545,239.3591955,36.23632266,#NUM!
0.091090501,9.451231495,9.449933834,353.640625,353.640625,0.058103279,-0.058103279,5.81E-05,7388.838319,0.042373657,0.78328105,0.134,0.0285,177.5244189,18.87852962,#NUM!
0.091090501,7.702020675,7.700446148,308.15,308.15,0.058103279,-0.058103279,5.81E-05,3615.326358,0.05141449,0.898912867,0.134,0.0285,100.210949,10.65676137,#NUM!
0.083338118,9.701466787,9.700075351,353.640625,353.640625,0.053158319,-0.053158319,5.32E-05,6760.001015,0.043179512,0.78328105,0.134,0.0285,165.3311086,17.58185297,#NUM!
0.083338118,7.535350937,7.533641068,308.15,308.15,0.053158319,-0.053158319,5.32E-05,3307.639008,0.053061485,0.898912867,0.134,0.0285,93.32793422,9.924798975,#NUM!
0.166946238,9.48247515,9.480134233,353.640625,353.640625,0.243539277,-0.243539277,0.000243568,20479.15917,0.032793999,0.78328105,0.166,0.0431,328.7136553,42.6733691,#NUM!
0.166946238,7.672846729,7.670272971,308.15,308.15,0.243539277,-0.243539277,0.000243568,10020.36325,0.036055565,0.898912867,0.166,0.0431,185.5559226,24.08873574,#NUM!
0.18558998,9.628123347,9.62325448,353.640625,353.640625,0.270736557,-0.270736557,0.000270769,22766.17187,0.03248024,0.78328105,0.166,0.0431,357.7668166,46.44502951,#NUM!
0.18558998,7.606618993,7.60131028,308.15,308.15,0.270736557,-0.270736557,0.000270769,11139.38859,0.035413742,0.898912867,0.166,0.0431,201.9561727,26.21780435,#NUM!
0.149233373,9.469214067,9.465152264,353.640625,353.640625,0.095190479,-0.095190479,9.52E-05,12105.1181,0.038998604,0.78328105,0.134,0.0285,263.4950091,28.02092447,#NUM!
0.149233373,7.685645354,7.681008807,308.15,308.15,0.095190479,-0.095190479,9.52E-05,5922.98148,0.044517517,0.898912867,0.134,0.0285,148.7405793,15.81756161,#NUM!
0.108533362,9.446813928,9.444277714,353.640625,353.640625,0.069229439,-0.069229439,6.92E-05,8803.722252,0.040981293,0.78328105,0.134,0.0285,204.2350307,21.71902379,#NUM!
0.108533362,7.708440682,7.705434889,308.15,308.15,0.069229439,-0.069229439,6.92E-05,4307.622895,0.048569679,0.898912867,0.134,0.0285,115.2888508,12.26019495,#NUM!
0.124038129,9.493257717,9.491157404,353.640625,353.640625,0.079119359,-0.079119359,7.91E-05,10061.39686,0.040073395,0.78328105,0.134,0.0285,227.2604135,24.1676186,#NUM!
0.124038129,7.657856188,7.655407896,308.15,308.15,0.079119359,-0.079119359,7.91E-05,4922.997594,0.046711922,0.898912867,0.134,0.0285,128.2864738,13.64240486,#NUM!
0.108533362,9.476825188,9.472721518,353.640625,353.640625,0.069229439,-0.069229439,6.92E-05,8803.722252,0.040981293,0.78328105,0.134,0.0285,204.2350307,21.71902379,#NUM!
0.108533362,7.677612712,7.672749249,308.15,308.15,0.069229439,-0.069229439,6.92E-05,4307.622895,0.048569679,0.898912867,0.134,0.0285,115.2888508,12.26019495,#NUM!
0.075585735,9.495915946,9.495480994,353.640625,353.640625,0.048213359,-0.048213359,4.82E-05,6131.163711,0.044150352,0.78328105,0.134,0.0285,152.9084546,16.26078715,#NUM!
0.075585735,7.653166586,7.652624299,308.15,308.15,0.048213359,-0.048213359,4.82E-05,2999.951659,0.055046082,0.898912867,0.134,0.0285,86.31545698,9.179069119,#NUM!
0.040700011,8.892030493,8.891866174,353.640625,353.640625,0.02596104,-0.02596104,2.60E-05,3301.395845,0.053097725,0.78328105,0.134,0.0285,93.18698253,9.90980971,#NUM!
0.040700011,8.267259332,8.267032396,308.15,308.15,0.02596104,-0.02596104,2.60E-05,1615.358585,0.073331833,0.898912867,0.134,0.0285,52.60321938,5.593999076,#NUM!
0.083338118,9.469164192,9.467598103,353.640625,353.640625,0.053158319,-0.053158319,5.32E-05,6760.001015,0.043179512,0.78328105,0.134,0.0285,165.3311086,17.58185297,#NUM!
0.083338118,7.683004672,7.681080181,308.15,308.15,0.053158319,-0.053158319,5.32E-05,3307.639008,0.053061485,0.898912867,0.134,0.0285,93.32793422,9.924798975,#NUM!
0.348299004,9.489330948,9.481103432,353.640625,353.640625,0.508094634,-0.508094634,0.000508156,42725.55544,0.03116703,0.78328105,0.166,0.0431,591.9952503,76.85239544,#NUM!
0.348299004,7.668193409,7.659553161,308.15,308.15,0.508094634,-0.508094634,0.000508156,20905.4279,0.032730103,0.898912867,0.166,0.0431,334.1760316,43.38249085,#NUM!
0.098842884,9.479565644,9.476623068,353.640625,353.640625,0.063048239,-0.063048239,6.31E-05,8017.675622,0.041694641,0.78328105,0.134,0.0285,189.5116681,20.15329306,#NUM!
0.098842884,7.673355294,7.669824715,308.15,308.15,0.063048239,-0.063048239,6.31E-05,3923.013707,0.05002594,0.898912867,0.134,0.0285,106.9776441,11.37635394,#NUM!
0.058142873,9.446797231,9.446144764,353.640625,353.640625,0.0370872,-0.0370872,3.71E-05,4716.279778,0.047282219,0.78328105,0.134,0.0285,123.9586441,13.18216924,#NUM!
0.058142873,7.706303212,7.705455292,308.15,308.15,0.0370872,-0.0370872,3.71E-05,2307.655122,0.06144619,0.898912867,0.134,0.0285,69.97354752,7.441216807,#NUM!
0.091090501,9.44766737,9.445538933,353.640625,353.640625,0.058103279,-0.058103279,5.81E-05,7388.838319,0.042373657,0.78328105,0.134,0.0285,177.5244189,18.87852962,#NUM!
0.091090501,7.707017614,7.704435062,308.15,308.15,0.058103279,-0.058103279,5.81E-05,3615.326358,0.05141449,0.898912867,0.134,0.0285,100.210949,10.65676137,#NUM!
0.098842884,9.448473388,9.444875557,353.640625,353.640625,0.063048239,-0.063048239,6.31E-05,8017.675622,0.041694641,0.78328105,0.134,0.0285,189.5116681,20.15329306,#NUM!
0.098842884,7.707829704,7.703512932,308.15,308.15,0.063048239,-0.063048239,6.31E-05,3923.013707,0.05002594,0.898912867,0.134,0.0285,106.9776441,11.37635394,#NUM!
0.250685396,9.786988168,9.783209966,353.640625,353.640625,0.972920868,-0.972920868,0.000973037,50158.27277,0.027035713,0.78328105,0.205,0.0703,509.5770085,87.3738139,#NUM!
0.250685396,7.28771213,7.283747811,308.15,308.15,0.972920868,-0.972920868,0.000973037,24542.22407,0.028367043,0.898912867,0.205,0.0703,287.6516702,49.32173761,#NUM!
0.058142873,9.470639722,9.470001275,353.640625,353.640625,0.0370872,-0.0370872,3.71E-05,4716.279778,0.047282219,0.78328105,0.134,0.0285,123.9586441,13.18216924,#NUM!
0.058142873,7.680205311,7.679375611,308.15,308.15,0.0370872,-0.0370872,3.71E-05,2307.655122,0.06144619,0.898912867,0.134,0.0285,69.97354752,7.441216807,#NUM!
0.05039049,9.698581428,9.698165811,353.640625,353.640625,0.03214224,-0.03214224,3.21E-05,4087.442474,0.049369812,0.78328105,0.134,0.0285,110.5499351,11.75624309,#NUM!
0.05039049,7.516586974,7.516033777,308.15,308.15,0.03214224,-0.03214224,3.21E-05,1999.967772,0.065712929,0.898912867,0.134,0.0285,62.40445101,6.63629423,#NUM!
0.075585735,9.46433552,9.462358101,353.640625,353.640625,0.048213359,-0.048213359,4.82E-05,6131.163711,0.044150352,0.78328105,0.134,0.0285,152.9084546,16.26078715,#NUM!
0.075585735,7.688347701,7.685882307,308.15,308.15,0.048213359,-0.048213359,4.82E-05,2999.951659,0.055046082,0.898912867,0.134,0.0285,86.31545698,9.179069119,#NUM!
0.718614405,9.625909229,9.625023166,353.640625,353.640625,14.50109503,-14.50109503,0.014502833,327859.4118,0.020918846,0.78328105,0.282,0.1603,1380.393612,392.3352766,0.691277904
0.718614405,7.999623143,7.998728449,308.15,308.15,14.50109503,-14.50109503,0.014502833,160420.18,0.021121979,0.898912867,0.282,0.1603,779.2198655,221.4697597,0.691277904
0.065895256,9.454899885,9.453990949,353.640625,353.640625,0.042032159,-0.042032159,4.20E-05,5345.117082,0.045685768,0.78328105,0.134,0.0285,137.0133696,14.57045161,#NUM!
0.065895256,7.69683575,7.695678171,308.15,308.15,0.042032159,-0.042032159,4.20E-05,2615.342472,0.058182716,0.898912867,0.134,0.0285,77.34282344,8.224889806,#NUM!
0.289377386,8.662853227,8.647845844,353.640625,353.640625,0.674987032,-0.674987032,0.000675068,44886.86827,0.029115677,0.78328105,0.18,0.0545,528.0908931,79.94709355,#NUM!
0.289377386,8.519747075,8.503972627,308.15,308.15,0.674987032,-0.674987032,0.000675068,21962.94884,0.030604362,0.898912867,0.18,0.0545,298.1025928,45.12942029,#NUM!
0.65984404,9.551155509,9.435610396,353.640625,353.640625,1.539118782,-1.539118782,0.001539303,102351.9249,0.028315544,0.78328105,0.18,0.0545,1021.151184,154.5909431,#NUM!
0.65984404,7.718628817,7.600420468,308.15,308.15,1.539118782,-1.539118782,0.001539303,50080.35038,0.028967857,0.898912867,0.18,0.0545,576.4307233,87.26520673,#NUM!
0.091090501,9.469171327,9.468645231,353.640625,353.640625,0.058103279,-0.058103279,5.81E-05,7388.838319,0.042373657,0.78328105,0.134,0.0285,177.5244189,18.87852962,#NUM!
0.091090501,7.681698459,7.681060117,308.15,308.15,0.058103279,-0.058103279,5.81E-05,3615.326358,0.05141449,0.898912867,0.134,0.0285,100.210949,10.65676137,#NUM!
0.271181706,9.825575633,9.824823747,353.640625,353.640625,0.395596795,-0.395596795,0.000395644,33265.63927,0.031592369,0.78328105,0.166,0.0431,484.5791764,62.90771838,#NUM!
0.271181706,7.259814795,7.259015118,308.15,308.15,0.395596795,-0.395596795,0.000395644,16276.73218,0.033600807,0.898912867,0.166,0.0431,273.5406173,35.51084519,#NUM!
0.098842884,8.789822378,8.788439696,353.640625,353.640625,0.063048239,-0.063048239,6.31E-05,8017.675622,0.041694641,0.78328105,0.134,0.0285,189.5116681,20.15329306,#NUM!
0.098842884,8.373378521,8.371719543,308.15,308.15,0.063048239,-0.063048239,6.31E-05,3923.013707,0.05002594,0.898912867,0.134,0.0285,106.9776441,11.37635394,#NUM!
0.083338118,9.475923562,9.473220126,353.640625,353.640625,0.053158319,-0.053158319,5.32E-05,6760.001015,0.043179512,0.78328105,0.134,0.0285,165.3311086,17.58185297,#NUM!
0.083338118,7.677013239,7.673691116,308.15,308.15,0.053158319,-0.053158319,5.32E-05,3307.639008,0.053061485,0.898912867,0.134,0.0285,93.32793422,9.924798975,#NUM!
0.065895256,9.392582701,9.392350595,353.640625,353.640625,0.042032159,-0.042032159,4.20E-05,5345.117082,0.045685768,0.78328105,0.134,0.0285,137.0133696,14.57045161,#NUM!
0.065895256,7.761596157,7.761300558,308.15,308.15,0.042032159,-0.042032159,4.20E-05,2615.342472,0.058182716,0.898912867,0.134,0.0285,77.34282344,8.224889806,#NUM!
0.318527123,9.787150002,9.777419358,353.640625,353.640625,0.742980231,-0.742980231,0.000743069,49408.43925,0.028985977,0.78328105,0.18,0.0545,570.2353567,86.32729705,#NUM!
0.318527123,7.293775606,7.283591085,308.15,308.15,0.742980231,-0.742980231,0.000743069,24175.3338,0.030337334,0.898912867,0.18,0.0545,321.892766,48.73098819,#NUM!
0.083338118,9.437082547,9.434763136,353.640625,353.640625,0.053158319,-0.053158319,5.32E-05,6760.001015,0.043179512,0.78328105,0.134,0.0285,165.3311086,17.58185297,#NUM!
0.083338118,7.717050698,7.714200486,308.15,308.15,0.053158319,-0.053158319,5.32E-05,3307.639008,0.053061485,0.898912867,0.134,0.0285,93.32793422,9.924798975,#NUM!
0.071709543,9.667358192,9.664382307,353.640625,353.640625,0.045740879,-0.045740879,4.57E-05,5816.745059,0.044714928,0.78328105,0.134,0.0285,146.602438,15.59018464,#NUM!
0.071709543,7.571912012,7.568171827,308.15,308.15,0.045740879,-0.045740879,4.57E-05,2846.107984,0.056199074,0.898912867,0.134,0.0285,82.75576693,8.80051999,#NUM!
0.094966692,9.654375624,9.652919106,353.640625,353.640625,0.060575759,-0.060575759,6.06E-05,7703.256971,0.042019844,0.78328105,0.134,0.0285,183.5425146,19.51851368,#NUM!
0.094966692,7.575911339,7.57415424,308.15,308.15,0.060575759,-0.060575759,6.06E-05,3769.170033,0.050691605,0.898912867,0.134,0.0285,103.6081103,11.01802665,#NUM!
0.091090501,9.719974324,9.718449695,353.640625,353.640625,0.058103279,-0.058103279,5.81E-05,7388.838319,0.042373657,0.78328105,0.134,0.0285,177.5244189,18.87852962,#NUM!
