name  from_junction  to_junction        qext_w  \
104                  0.795547       NaN        NaN      0.1000        True   
105                  0.327766       NaN        NaN      0.0431        True   
106                  0.147971       NaN        NaN      0.0431        True   
107                  0.028640       NaN        NaN      0.1000        True   
108                  0.322993       NaN        NaN      0.0431        True   
109                  0.359585       NaN        NaN      0.1000        True   
110                  0.373905       NaN        NaN      0.1000        True   
111                  0.432778       NaN        NaN      0.1000        True   
112                  0.276850       NaN        NaN      0.1000        True   
113                  0.900559       NaN        NaN      0.1000        True   
114                  0.264119       NaN        NaN      0.1000        True   
115                  0.397771       NaN        NaN      0.1000        True   
116                  1.985680       NaN        NaN      0.1000        True   
117                  0.308673       NaN        NaN      0.1000        True   
118                  0.505967       NaN        NaN      0.0431        True   
119                  0.878282       NaN        NaN      0.0545        True   
120                  0.330945       NaN        NaN      0.1000        True   
121                  1.686554       NaN        NaN      0.0825        True   
122                  0.052506       NaN        NaN      0.1000        True   
123                  0.033413       NaN        NaN      0.1000        True   
124                  0.038186       NaN        NaN      0.1000        True   
125                  0.399365       NaN        NaN      0.0431        True   
126                  0.383451       NaN        NaN      0.0545        True   
127                  2.179795       NaN        NaN      0.0545        True   
128                  0.512329       NaN        NaN      0.0431        True   
129                  0.684167       NaN        NaN      0.0703        True   
130                  0.130468       NaN        NaN      0.0431        True   
131                  0.550516       NaN        NaN      0.0431        True   
132                  0.482100       NaN        NaN      0.0431        True   
133                  0.636434       NaN        NaN      0.0431        True   
134                  0.515513       NaN        NaN      0.0431        True   
135                  0.461418       NaN        NaN      0.0431        True   
136                  0.369928       NaN        NaN      0.0431        True   
137                  0.461418       NaN        NaN      0.0431        True   
138                  0.459823       NaN        NaN      0.0703        True   
139                  0.350038       NaN        NaN      0.0545        True   
140                  0.501193       NaN        NaN      0.0431        True   
141                  0.052506       NaN        NaN      0.1000        True   
142                  0.076372       NaN        NaN      0.0431        True   
143                  1.914081       NaN        NaN      0.0703        True   
144                  0.544153       NaN        NaN      0.0545        True   
145                  1.131265       NaN        NaN      0.0825        True   
146                  0.230706       NaN        NaN      0.0431        True   
147                  0.984883       NaN        NaN      0.1000        True   
148                  0.883055       NaN        NaN      0.1000        True   
149                  1.670644       NaN        NaN      0.1071        True   
150                  0.948291       NaN        NaN      0.0703        True   
151                  0.354811       NaN        NaN      0.0703        True   
152                  0.545742       NaN        NaN      0.0431        True   
153                  0.375499       NaN        NaN      0.0431        True   
154                  0.598248       NaN        NaN      0.0431        True   
155                  0.715990       NaN        NaN      0.0703        True   
156                  0.114558       NaN        NaN      0.0431        True   
157                  0.448687       NaN        NaN      0.0431        True   
158                  0.160702       NaN        NaN      0.0431        True   
159                  0.423232       NaN        NaN      0.1000        True   
160                  0.408912       NaN        NaN      0.0431        True   
161                  0.259346       NaN        NaN      0.0431        True   
162                  0.442325       NaN        NaN      0.0431        True   
163                  0.084329       NaN        NaN      0.0545        True   
164                  0.700081       NaN        NaN      0.0545        True   
165                  0.857599       NaN        NaN      0.0431        True   
166                  0.162291       NaN        NaN      0.0431        True   
167                  0.493236       NaN        NaN      0.0431        True   
168                  0.525060       NaN        NaN      0.0545        True   
169                  0.066826       NaN        NaN      0.0285        True   
170                  0.636434       NaN        NaN      0.0431        True   
171                  0.350038       NaN        NaN      0.0431        True   
172                  0.507556       NaN        NaN      0.0431        True   
173                  0.789179       NaN        NaN      0.0545        True   
174                  0.195704       NaN        NaN      0.0431        True   
175                  0.512329       NaN        NaN      0.0431        True   
176                  0.383451       NaN        NaN      0.0431        True   
177                  1.019890       NaN        NaN      0.0545        True   
178                  0.636434       NaN        NaN      0.0431        True   
179                  0.548926       NaN        NaN      0.0545        True   
180                  2.124105       NaN        NaN      0.1000        True   
181                  0.825776       NaN        NaN      0.1000        True   
182                  0.477327       NaN        NaN      0.0545        True   
183                  0.348449       NaN        NaN      0.0431        True   
184                  0.634845       NaN        NaN      0.0545        True   
185                  0.568019       NaN        NaN      0.0431        True   
186                  0.518697       NaN        NaN      0.0431        True   
187                  0.278439       NaN        NaN      0.0431        True   
188                  0.052506       NaN        NaN      0.0285        True   
189                  0.028640       NaN        NaN      0.0285        True   
190                  0.047733       NaN        NaN      0.0285        True   
191                  0.345265       NaN        NaN      0.0431        True   
192                  0.583928       NaN        NaN      0.0703        True   
193                  0.028640       NaN        NaN      0.0285        True   
194                  0.071599       NaN        NaN      0.0285        True   
195                  0.461418       NaN        NaN      0.0545        True   
196                  0.052506       NaN        NaN      0.0285        True   
197                  0.047733       NaN        NaN      0.0285        True   
198                  0.219570       NaN        NaN      0.0431        True   
199                  0.243437       NaN        NaN      0.0431        True   
200                  0.085919       NaN        NaN      0.0285        True   
201                  0.062053       NaN        NaN      0.0285        True   
202                  0.071599       NaN        NaN      0.0285        True   
203                  0.062053       NaN        NaN      0.0285        True   
204                  0.042959       NaN        NaN      0.0285        True   
205                  0.023866       NaN        NaN      0.0285        True   
206                  0.047733       NaN        NaN      0.0285        True   
207                  0.456644       NaN        NaN      0.0431        True   
208                  0.057279       NaN        NaN      0.0285        True   
209                  0.033413       NaN        NaN      0.0285        True   
210                  0.052506       NaN        NaN      0.0285        True   
211                  0.057279       NaN        NaN      0.0285        True   
212                  0.875098       NaN        NaN      0.0703        True   
213                  0.033413       NaN        NaN      0.0285        True   
214                  0.028640       NaN        NaN      0.0285        True   
215                  0.042959       NaN        NaN      0.0285        True   
216                 13.046936       NaN        NaN      0.1603        True   
217                  0.038186       NaN        NaN      0.0285        True   
218                  0.607795       NaN        NaN      0.0545        True   
219                  1.384248       NaN        NaN      0.0545        True   
220                  0.052506       NaN        NaN      0.0285        True   
221                  0.356406       NaN        NaN      0.0431        True   
222                  0.057279       NaN        NaN      0.0285        True   
223                  0.047733       NaN        NaN      0.0285        True   
224                  0.038186       NaN        NaN      0.0285        True   
225                  0.668258       NaN        NaN      0.0545        True   
226                  0.047733       NaN        NaN      0.0285        True   
227                  0.041685       NaN        NaN      0.0285        True   
228                  0.054095       NaN        NaN      0.0285        True   
229                  0.052506       NaN        NaN      0.0285        True   
230                  0.329356       NaN        NaN      0.0431        True   
231                  0.345265       NaN        NaN      0.0431        True   
232                  0.467780       NaN        NaN      0.0431        True   
233                  0.474143       NaN        NaN      0.0431        True   
234                  0.463007       NaN        NaN      0.0545        True   
235                  0.399365       NaN        NaN      0.0545        True   
236                  0.057279       NaN        NaN      0.0285        True   
237                  0.042959       NaN        NaN      0.0285        True   
238                  0.265714       NaN        NaN      0.0431        True   
239                  0.028640       NaN        NaN      0.0285        True   
240                  0.033413       NaN        NaN      0.0285        True   
241                  0.081146       NaN        NaN      0.0285        True   
242                  0.038186       NaN        NaN      0.0285        True   
243                  0.248210       NaN        NaN      0.0431        True   
244                  0.093876       NaN        NaN      0.0285        True   
245                  0.385045       NaN        NaN      0.0431        True   
246                  0.599842       NaN        NaN      0.0431        True   
247                  0.038186       NaN        NaN      0.0285        True   
248                  0.431184       NaN        NaN      0.0545        True   
249                  0.047733       NaN        NaN      0.0285        True   
250                  0.038186       NaN        NaN      0.0285        True   
251                  0.038186       NaN        NaN      0.0285        True   
252                  0.057279       NaN        NaN      0.0285        True   
253                  0.028640       NaN        NaN      0.0285        True   
254                  0.657122       NaN        NaN      0.0545        True   
255                  0.268893       NaN        NaN      0.0431        True   
256                  0.033413       NaN        NaN      0.0285        True   
257                  0.042959       NaN        NaN      0.0285        True   
258                  0.219570       NaN        NaN      0.0431        True   
259                  0.052506       NaN        NaN      0.0285        True   
260                  0.389819       NaN        NaN      0.0431        True   
261                  0.028640       NaN        NaN      0.0285        True   
262                  0.047733       NaN        NaN      0.0285        True   
263                  0.076372       NaN        NaN      0.0285        True   
264                  0.038186       NaN        NaN      0.0285        True   
265                  0.028640       NaN        NaN      0.0285        True   
266                  0.549723       NaN        NaN      0.0545        True   
267                  0.644391       NaN        NaN      0.0545        True   
268                  0.028640       NaN        NaN      0.0285        True   
269                  0.502783       NaN        NaN      0.0545        True   
270                  0.057279       NaN        NaN      0.0285        True   
271                  0.038186       NaN        NaN      0.0285        True   
272                  0.062053       NaN        NaN      0.0285        True   
273                  0.631661       NaN        NaN      0.0545        True   
274                  0.268893       NaN        NaN      0.0431        True   
275                  0.057279       NaN        NaN      0.0285        True   
276                  0.755766       NaN        NaN      0.0545        True   
277                  3.277647       NaN        NaN      0.0703        True   
278                  0.052506       NaN        NaN      0.0285        True   
279                  0.052506       NaN        NaN      0.1000        True   
280                  0.235480       NaN        NaN      0.0545        True   
281                  0.434368       NaN        NaN      0.1000        True   
282                  0.434368       NaN        NaN      0.1000        True   
283                  0.042959       NaN        NaN      0.1000        True   
284                  0.295943       NaN        NaN      0.0431        True   
285                  0.391408       NaN        NaN      0.0545        True   
286                  0.536196       NaN        NaN      0.0545        True   
287                  0.402706       NaN        NaN      0.1000        True   
288                  0.252983       NaN        NaN      0.0431        True   
289                  0.852826       NaN        NaN      0.0545        True   
290                  0.047733       NaN        NaN      0.0285        True   
291                  0.052506       NaN        NaN      0.0285        True   
292                  0.360749       NaN        NaN      0.0431        True   
293                  2.513924       NaN        NaN      0.1325        True   
294                  0.264119       NaN        NaN      0.0431        True   
295                  0.688940       NaN        NaN      0.0545        True   
296                  0.042959       NaN        NaN      0.0285        True   
297                  0.125695       NaN        NaN      0.0285        True   
298                  0.038186       NaN        NaN      0.0285        True   
299                  1.048530       NaN        NaN      0.0431        True   
300                  0.461418       NaN        NaN      0.0545        True   
301                  0.203661       NaN        NaN      0.0431        True   
302                  0.038186       NaN        NaN      0.0285        True   
303                  0.038186       NaN        NaN      0.0285        True   
304                  0.418458       NaN        NaN      0.0545        True   
305                  0.389819       NaN        NaN      0.0545        True   
306                  0.264119       NaN        NaN      0.0545        True   
307                  0.062053       NaN        NaN      0.0285        True   
308                  0.669847       NaN        NaN      0.0545        True   
309                  0.071599       NaN        NaN      0.0285        True   
310                  0.038186       NaN        NaN      0.0285        True   
311                  0.173427       NaN        NaN      0.0431        True   
312                  0.038186       NaN        NaN      0.0285        True   
313                  0.042959       NaN        NaN      0.0285        True   
314                  0.405728       NaN        NaN      0.0431        True   
315                  0.042959       NaN        NaN      0.0285        True   
316                  0.265714       NaN        NaN      0.0431        True   
317                  0.157995       NaN        NaN      0.0431        True   
318                  2.418458       NaN        NaN      0.0825        True   
319                  0.499604       NaN        NaN      0.0545        True   
320                  0.615752       NaN        NaN      0.0545        True   
321                  0.843279       NaN        NaN      0.0703        True   
322                  0.542563       NaN        NaN      0.0431        True   
323                  0.138425       NaN        NaN      0.0285        True   
324                  0.548926       NaN        NaN      0.0545        True   
325                  0.028640       NaN        NaN      0.0285        True   
326                  0.332539       NaN        NaN      0.0545        True   
327                  0.405728       NaN        NaN      0.0431        True   
328                  0.295943       NaN        NaN      0.0431        True   
329                  0.365952       NaN        NaN      0.0431        True   
330                  0.332539       NaN        NaN      0.0703        True   
331                  0.236119       NaN        NaN      0.0431        True   
332                  0.042959       NaN        NaN      0.0285        True   
333                  3.325379       NaN        NaN      0.1071        True   
334                  0.070010       NaN        NaN      0.0285        True   
335                  0.268893       NaN        NaN      0.0431        True   
336                  0.396181       NaN        NaN      0.0545        True   
337                  0.717580       NaN        NaN      0.0825        True   
338                  0.424821       NaN        NaN      0.0545        True   
339                  0.324582       NaN        NaN      0.0545        True   
340                  0.668258       NaN        NaN      0.0545        True   
341                  0.276850       NaN        NaN      0.0431        True   
342                  0.392998       NaN        NaN      0.0545        True   
343                  0.100239       NaN        NaN      0.0431        True   
344                  0.953064       NaN        NaN      0.0703        True   
345                  0.687351       NaN        NaN      0.0545        True   
346                  0.461418       NaN        NaN      0.0545        True   
347                  0.268893       NaN        NaN      0.0545        True   
348                  0.235480       NaN        NaN      0.0431        True   
349                  0.529833       NaN        NaN      0.0545        True   
350                  0.588702       NaN        NaN      0.1000        True   
351                  0.440730       NaN        NaN      0.1000        True   
352                  0.502783       NaN        NaN      0.0431        True   
353                  0.652348       NaN        NaN      0.0431        True   
354                  0.054095       NaN        NaN      0.0285        True   
355                  0.520286       NaN        NaN      0.0431        True   
356                  0.281623       NaN        NaN      0.1000        True   
357                  0.428005       NaN        NaN      0.1071        True   
358                  0.211613       NaN        NaN      0.0545        True   
359                  1.228320       NaN        NaN      0.1000        True   
360                  1.218773       NaN        NaN      0.0825        True   
361                  0.615752       NaN        NaN      0.0825        True   
362                  0.292759       NaN        NaN      0.0545        True   
363                  0.404138       NaN        NaN      0.0545        True   
364                  0.540969       NaN        NaN      0.0545        True   
365                  0.278439       NaN        NaN      0.0545        True   
366                  0.523470       NaN        NaN      0.0431        True   
367                  1.584726       NaN        NaN      0.1071        True   
368                  0.281623       NaN        NaN      0.0545        True   
369                  0.918057       NaN        NaN      0.0703        True   
370                  0.028640       NaN        NaN      0.0285        True   
371                  0.254573       NaN        NaN      0.0545        True   
372                  2.496420       NaN        NaN      0.0825        True   
373                  1.058076       NaN        NaN      0.0703        True   
374                  0.141609       NaN        NaN      0.0431        True   
375                  0.364358       NaN        NaN      0.0703        True   
376                  0.195704       NaN        NaN      0.0431        True   
377                  0.432778       NaN        NaN      0.0545        True   
378                  0.329356       NaN        NaN      0.0545        True   
379                  0.496420       NaN        NaN      0.0431        True   
380                  0.537790       NaN        NaN      0.0545        True   
381                  1.129675       NaN        NaN      0.0703        True   
382                  0.143198       NaN        NaN      0.0431        True   
383                  0.641208       NaN        NaN      0.0703        True   
384                  0.238663       NaN        NaN      0.0431        True   
385                  0.684167       NaN        NaN      0.0545        True   
386                  0.461418       NaN        NaN      0.0545        True   
387                  0.033413       NaN        NaN      0.0285        True   
388                  0.019093       NaN        NaN      0.0285        True   
389                  0.033413       NaN        NaN      0.0285        True   
390                  0.262530       NaN        NaN      0.0545        True   
391                  0.798726       NaN        NaN      0.0703        True   
392                  0.381862       NaN        NaN      0.0545        True   
393                  0.335718       NaN        NaN      0.0431        True   
394                  0.331585       NaN        NaN      0.0431        True   
395                  0.420683       NaN        NaN      0.0545        True   
396                  0.101828       NaN        NaN      0.2630        True   
397                  0.515513       NaN        NaN      0.0545        True   
398                  0.203661       NaN        NaN      0.0703        True   
399                  0.763723       NaN        NaN      0.0545        True   
400                  0.319809       NaN        NaN      0.0431        True   
401                  0.391408       NaN        NaN      0.0545        True   
402                  0.273666       NaN        NaN      0.0545        True   
403                  0.540969       NaN        NaN      0.0545        True   
404                  0.574382       NaN        NaN      0.0545        True   
405                  2.973747       NaN        NaN      0.0825        True   
406                  0.412091       NaN        NaN      0.0431        True   
407                  0.721399       NaN        NaN      0.0703        True   
408                  0.431184       NaN        NaN      0.0545        True   
409                  0.477327       NaN        NaN      0.0545        True   
410                  0.327766       NaN        NaN      0.0431        True   
411                  1.829752       NaN        NaN      0.0703        True   
412                  0.000000       NaN        NaN      0.0703        True   
413                  0.305489       NaN        NaN      0.0545        True   
414                  0.453461       NaN        NaN      0.0431        True   
415                  0.450277       NaN        NaN      0.0545        True   
416                  0.213208       NaN        NaN      0.0545        True   
417                  0.028640       NaN        NaN      0.0285        True   
418                  0.303900       NaN        NaN      0.0431        True   
419                  0.518697       NaN        NaN      0.0825        True   
420                  0.175021       NaN        NaN      0.0431        True   
421                  0.160702       NaN        NaN      0.0431        True   
422                  0.038186       NaN        NaN      0.0285        True   
423                  0.364358       NaN        NaN      0.0431        True   
424                  0.273666       NaN        NaN      0.0703        True   
425                  0.700081       NaN        NaN      0.0545        True   
426                  0.023866       NaN        NaN      0.1000        True   
427                  0.033413       NaN        NaN      0.1000        True   
428                  0.023866       NaN        NaN      0.1000        True   
429                  0.042959       NaN        NaN      0.1000        True   
430                  0.042959       NaN        NaN      0.1000        True   
431                  0.038186       NaN        NaN      0.1000        True   
432                  0.023866       NaN        NaN      0.1000        True   
433                  0.019093       NaN        NaN      0.1000        True   
434                  0.023866       NaN        NaN      0.0285        True   
435                  0.047733       NaN        NaN      0.0285        True   
436                  0.033413       NaN        NaN      0.0285        True   
437                  0.205251       NaN        NaN      0.1000        True   
438                  1.669055       NaN        NaN      0.1000        True   
439                  0.399365       NaN        NaN      0.1000        True   
440                  0.042959       NaN        NaN      0.1000        True   
441                  0.042959       NaN        NaN      0.1000        True   
442                  0.038186       NaN        NaN      0.1000        True   
443                  0.019093       NaN        NaN      0.1000        True   
444                  0.028640       NaN        NaN      0.1000        True   
445                  0.019093       NaN        NaN      0.1000        True   
446                  0.019093       NaN        NaN      0.1000        True   
447                  0.023866       NaN        NaN      0.1000        True   
448                  0.028640       NaN        NaN      0.1000        True   
449                  0.023866       NaN        NaN      0.1000        True   
450                  0.028640       NaN        NaN      0.1000        True   
451                  0.033413       NaN        NaN      0.1000        True   
452                  0.023866       NaN        NaN      0.1000        True   
453                  0.023866       NaN        NaN      0.1000        True   
454                  0.028640       NaN        NaN      0.1000        True   
455                  0.028640       NaN        NaN      0.0285        True   
456                  0.028640       NaN        NaN      0.0285        True   
457                  0.009547       NaN        NaN      0.1000        True   
458                  0.047733       NaN        NaN      0.1000        True   
459                  0.047733       NaN        NaN      0.1000        True   
460                  0.014320       NaN        NaN      0.1000        True   
461                  0.019093       NaN        NaN      0.1000        True   
462                  0.397771       NaN        NaN      0.1000        True   
463                  0.315036       NaN        NaN      0.1000        True   
464                  0.252983       NaN        NaN      0.1000        True   
465                  0.397771       NaN        NaN      0.0545        True   
466                  0.019093       NaN        NaN      0.1000        True   
467                  0.023866       NaN        NaN      0.1000        True   
468                  0.028640       NaN        NaN      0.1000        True   
469                  0.028640       NaN        NaN      0.1000        True   
470                  0.404138       NaN        NaN      0.1000        True   
471                  0.357995       NaN        NaN      0.1000        True   
472                  0.233890       NaN        NaN      0.1000        True   
473                  0.249800       NaN        NaN      0.1000        True   
474                  0.066826       NaN        NaN      0.1000        True   
475                  0.260940       NaN        NaN      0.0431        True   
476                  0.303900       NaN        NaN      0.0545        True   
477                  3.182181       NaN        NaN      0.0703        True   
478                  0.824186       NaN        NaN      0.0431        True   
479                  0.273666       NaN        NaN      0.1000        True   
480                  0.491647       NaN        NaN      0.1000        True   
481                  0.042959       NaN        NaN      0.1000        True   
482                  0.019093       NaN        NaN      0.1000        True   
483                  0.038186       NaN        NaN      0.0285        True   
484                  0.042959       NaN        NaN      0.0285        True   
485                  0.827365       NaN        NaN      0.0285        True   
486                  0.179795       NaN        NaN      0.1000        True   
487                  0.208434       NaN        NaN      0.1000        True   
488                  1.059666       NaN        NaN      0.1000        True   
489                  0.405728       NaN        NaN      0.1000        True   
490                  0.206840       NaN        NaN      0.1000        True   
491                  0.381609       NaN        NaN      0.1000        True   
492                  0.762134       NaN        NaN      0.1000        True   
493                  0.033413       NaN        NaN      0.0285        True   
494                  0.047733       NaN        NaN      0.1000        True   
495                  0.413685       NaN        NaN      0.0431        True   

                               type              x             y  
0                      Omakotitalot  364515.273438  6.671667e+06  
1                         Rivitalot  366388.238281  6.670421e+06  
2                  Asuinkerrostalot  363241.328125  6.672005e+06  
3                  Asuinkerrostalot  362779.742188  6.670984e+06  
4                  Asuinkerrostalot  358357.375000  6.668174e+06  
5                  Asuinkerrostalot  358353.585938  6.668128e+06  
6    Ravintolarakennukset ja vastaa  363662.378906  6.671073e+06  
7                      Omakotitalot  364517.945313  6.671668e+06  
8                  Asuinkerrostalot  362785.101563  6.671080e+06  
9                  Asuinkerrostalot  363316.925781  6.671833e+06  
10                        Rivitalot  363456.781250  6.672187e+06  
11                 Asuinkerrostalot  365693.136719  6.670223e+06  
12                 Asuinkerrostalot  365639.296875  6.670175e+06  
13                        Rivitalot  364418.613281  6.671739e+06  
14                        Rivitalot  364417.324219  6.671739e+06  
15                     Omakotitalot  356782.054688  6.667995e+06  
16                 Asuinkerrostalot  363239.128906  6.671914e+06  
17                 Asuinkerrostalot  362780.175781  6.670985e+06  
18                        Rivitalot  362741.058594  6.671055e+06  
19                        Rivitalot  362739.609375  6.671055e+06  
20                     Omakotitalot  363145.933594  6.672009e+06  
21   Muut urheilu- ja liikuntaraken  357952.671875  6.668109e+06  
22                        Rivitalot  357457.574219  6.669242e+06  
23                     Omakotitalot  357047.312500  6.669431e+06  
24                 Asuinkerrostalot  355672.488281  6.664548e+06  
25                        Rivitalot  355459.882813  6.664662e+06  
26                     Omakotitalot  356821.457031  6.668012e+06  
27                     Omakotitalot  357003.667969  6.668327e+06  
28                     Omakotitalot  356756.128906  6.667990e+06  
29                     Omakotitalot  356756.375000  6.668031e+06  
30                     Omakotitalot  356754.562500  6.668051e+06  
31                     Omakotitalot  356740.296875  6.668054e+06  
32                     Omakotitalot  356733.480469  6.668062e+06  
33                     Omakotitalot  356745.679688  6.668073e+06  
34                        Rivitalot  356976.187500  6.668239e+06  
35                     Omakotitalot  356850.867188  6.668396e+06  
36   Yleissivistävien oppilaitosten  357618.621094  6.667761e+06  
37                        Rivitalot  359830.027344  6.667805e+06  
38   Yleissivistävien oppilaitosten  358042.191406  6.668992e+06  
39                        Rivitalot  357599.585938  6.668448e+06  
40                 Asuinkerrostalot  357491.789063  6.668450e+06  
41                 Asuinkerrostalot  357533.535156  6.668082e+06  
42                     Omakotitalot  356792.675781  6.668019e+06  
43   Yleissivistävien oppilaitosten  359489.019531  6.667661e+06  
44                        Rivitalot  357461.875000  6.668430e+06  
45                 Asuinkerrostalot  357440.535156  6.668360e+06  
46                     Omakotitalot  358026.808594  6.668557e+06  
47                        Rivitalot  359672.203125  6.667726e+06  
48                 Asuinkerrostalot  359661.917969  6.667695e+06  
49                     Omakotitalot  357036.785156  6.668234e+06  
50                 Asuinkerrostalot  357428.632813  6.667672e+06  
51                     Omakotitalot  356937.101563  6.668388e+06  
52                     Omakotitalot  356937.074219  6.668421e+06  
53                     Omakotitalot  356925.449219  6.668418e+06  
54                     Omakotitalot  356894.386719  6.668405e+06  
55                     Omakotitalot  357324.941406  6.668076e+06  
56                        Rivitalot  356636.687500  6.667876e+06  
57                     Omakotitalot  357003.414063  6.667855e+06  
58   Teollisuus- ja pienteollisuust  357419.191406  6.667367e+06  
59                     Omakotitalot  356888.660156  6.667879e+06  
60                     Omakotitalot  356867.867188  6.667859e+06  
61                     Omakotitalot  356939.339844  6.667838e+06  
62                     Omakotitalot  356933.746094  6.667828e+06  
63                     Omakotitalot  356959.296875  6.667831e+06  
64                     Omakotitalot  357128.324219  6.668002e+06  
65                 Asuinkerrostalot  357131.125000  6.667874e+06  
66                     Omakotitalot  356876.777344  6.668403e+06  
67                 Asuinkerrostalot  357427.242188  6.668580e+06  
68                 Asuinkerrostalot  357576.039063  6.668338e+06  
69                 Asuinkerrostalot  357595.308594  6.668309e+06  
70                     Omakotitalot  356802.058594  6.668434e+06  
71                     Omakotitalot  356836.906250  6.668438e+06  
72                     Omakotitalot  356814.617188  6.668404e+06  
73                        Rivitalot  358263.398438  6.667549e+06  
74                 Asuinkerrostalot  357340.203125  6.667827e+06  
75                        Rivitalot  357358.167969  6.667812e+06  
76                        Rivitalot  357366.132813  6.667759e+06  
77                Lasten päiväkodit  357285.738281  6.668462e+06  
78                        Rivitalot  357268.738281  6.668450e+06  
79                 Asuinkerrostalot  357635.664063  6.668373e+06  
80                 Asuinkerrostalot  357620.992188  6.667609e+06  
81   Ravintolarakennukset ja vastaa  357839.355469  6.667676e+06  
82                    Ei määritelty  357672.566406  6.667568e+06  
83   Asemarakennukset ja terminaali  357697.984375  6.667518e+06  
84                 Asuinkerrostalot  359630.316406  6.667677e+06  
85                        Rivitalot  357073.906250  6.668293e+06  
86                     Omakotitalot  356978.843750  6.667886e+06  
87                    Ei määritelty  357730.148438  6.668117e+06  
88                     Omakotitalot  356884.953125  6.668368e+06  
89                     Omakotitalot  357325.191406  6.668055e+06  
90                     Omakotitalot  356850.542969  6.668354e+06  
91                     Omakotitalot  356840.917969  6.668354e+06  
92                     Omakotitalot  356816.128906  6.668376e+06  
93                     Omakotitalot  356827.964844  6.668418e+06  
94                     Omakotitalot  356794.671875  6.668419e+06  
95                     Omakotitalot  356800.160156  6.668457e+06  
96                     Omakotitalot  356819.324219  6.668460e+06  
97                     Omakotitalot  356882.316406  6.668031e+06  
98                     Omakotitalot  356857.738281  6.668063e+06  
99                     Omakotitalot  356856.968750  6.668022e+06  
100                    Omakotitalot  356820.289063  6.668041e+06  
101                    Omakotitalot  356830.671875  6.668040e+06  
102                    Omakotitalot  356819.996094  6.668005e+06  
103                Asuinkerrostalot  357628.558594  6.667624e+06  
104             Toimistorakennukset  357698.128906  6.667826e+06  
105                       Rivitalot  356967.820313  6.667995e+06  
106     Muut kokoontumisrakennukset  357867.445313  6.668521e+06  
107                    Omakotitalot  357082.246094  6.668412e+06  
108               Lasten päiväkodit  359509.769531  6.667757e+06  
109                Asuinkerrostalot  357501.820313  6.668179e+06  
110  Tukku- ja vähittäiskaupan myym  357537.910156  6.668146e+06  
111                Asuinkerrostalot  357524.597656  6.668169e+06  
112                Asuinkerrostalot  357630.492188  6.667960e+06  
113             Toimistorakennukset  357671.347656  6.667963e+06  
114             Toimistorakennukset  357626.652344  6.667999e+06  
115             Toimistorakennukset  357625.429688  6.668014e+06  
116  Tukku- ja vähittäiskaupan myym  357632.085938  6.668122e+06  
117                       Rivitalot  357058.699219  6.668037e+06  
118                Asuinkerrostalot  357529.109375  6.667936e+06  
119                       Rivitalot  357975.277344  6.668473e+06  
120                       Rivitalot  357336.339844  6.668456e+06  
121  Yleissivistävien oppilaitosten  357844.835938  6.668972e+06  
122                    Omakotitalot  357003.054688  6.668426e+06  
123                    Omakotitalot  356971.007813  6.668441e+06  
124                    Omakotitalot  356966.710938  6.668471e+06  
125                       Rivitalot  363056.617188  6.671514e+06  
126                       Rivitalot  358299.621094  6.667761e+06  
127  Yleiskäyttöiset teollisuushall  363232.898438  6.671499e+06  
128                Asuinkerrostalot  363258.675781  6.671553e+06  
129                       Rivitalot  362678.937500  6.671125e+06  
130               Lasten päiväkodit  363248.175781  6.672177e+06  
131                Asuinkerrostalot  363408.031250  6.671868e+06  
132                       Rivitalot  362401.796875  6.671594e+06  
133                       Rivitalot  362631.746094  6.670798e+06  
134                       Rivitalot  362640.941406  6.670848e+06  
135                       Rivitalot  362647.472656  6.670858e+06  
136                       Rivitalot  362966.738281  6.671457e+06  
137                       Rivitalot  362382.007813  6.671375e+06  
138                       Rivitalot  362460.285156  6.671350e+06  
139                Asuinkerrostalot  363085.914063  6.672453e+06  
140             Toimistorakennukset  363081.546875  6.671627e+06  
141                    Omakotitalot  357121.753906  6.668036e+06  
142                    Omakotitalot  357013.972656  6.668296e+06  
143  Yleissivistävien oppilaitosten  362919.410156  6.671426e+06  
144  Yleiskäyttöiset teollisuushall  363677.515625  6.672206e+06  
145          Korkeakoulurakennukset  363832.671875  6.671882e+06  
146                       Rivitalot  363409.835938  6.671915e+06  
147             Lämmitetyt varastot  363492.046875  6.672146e+06  
148             Toimistorakennukset  363502.992188  6.672187e+06  
149  Yleiskäyttöiset teollisuushall  363218.542969  6.670962e+06  
150           Kirjastot ja arkistot  357645.425781  6.668135e+06  
151                       Rivitalot  362491.109375  6.670887e+06  
152                       Rivitalot  362433.058594  6.671451e+06  
153                       Rivitalot  362411.718750  6.671445e+06  
154                       Rivitalot  362208.832031  6.671668e+06  
155                 Seurakuntatalot  357712.312500  6.668401e+06  
156                       Rivitalot  363262.484375  6.672396e+06  
157                       Rivitalot  362707.210938  6.671578e+06  
158  Ammatillisten oppilaitosten ra  357925.031250  6.669007e+06  
159                       Rivitalot  362209.707031  6.671728e+06  
160                       Rivitalot  362402.910156  6.671478e+06  
161                       Rivitalot  362149.804688  6.671742e+06  
162                       Rivitalot  362624.832031  6.671592e+06  
163      Seura- ja kerhorakennukset  357258.808594  6.667889e+06  
164                       Rivitalot  362521.660156  6.670915e+06  
165             Toimistorakennukset  363452.535156  6.672045e+06  
166  Ammatillisten oppilaitosten ra  357977.050781  6.669012e+06  
