;0;1
0;103.71745886425876;76.27154113574207
1;103.71745886425876;76.27154113574207
2;103.71745886425876;76.27154113574207
3;103.71745886425876;76.27154113574207
4;102.89911550533475;75.67088449466542
5;102.89911550533475;75.67088449466542
6;102.89911550533475;75.67088449466542
7;102.89911550533475;75.67088449466542
8;102.26494834571652;75.2040516542947
9;102.26494834571652;75.2040516542947
10;102.26494834571652;75.2040516542947
11;102.26494834571652;75.2040516542947
12;101.85561861152406;74.89738138848689
13;101.85561861152406;74.89738138848689
14;101.85561861152406;74.89738138848689
15;101.85561861152406;74.89738138848689
16;102.26494834571652;75.2040516542947
17;102.26494834571652;75.2040516542947
18;102.26494834571652;75.2040516542947
19;102.26494834571652;75.2040516542947
20;103.61880883236286;76.1951911676348
21;103.61880883236286;76.1951911676348
22;103.61880883236286;76.1951911676348
23;103.61880883236286;76.1951911676348
24;106.72708397001705;78.47691602998685
25;106.72708397001705;78.47691602998685
26;106.72708397001705;78.47691602998685
27;106.72708397001705;78.47691602998685
28;109.52580922365854;80.54119077634249
29;109.52580922365854;80.54119077634249
30;109.52580922365854;80.54119077634249
31;109.52580922365854;80.54119077634249
32;108.58297119754155;79.84702880247136
33;108.58297119754155;79.84702880247136
34;108.58297119754155;79.84702880247136
35;108.58297119754155;79.84702880247136
36;106.31049638567816;78.17850361432187
37;106.31049638567816;78.17850361432187
38;106.31049638567816;78.17850361432187
39;106.31049638567816;78.17850361432187
40;105.90252998668574;77.87647001331864
41;105.90252998668574;77.87647001331864
42;105.90252998668574;77.87647001331864
43;105.90252998668574;77.87647001331864
44;101.44921858589348;74.60778141410938
45;101.44921858589348;74.60778141410938
46;101.44921858589348;74.60778141410938
47;101.44921858589348;74.60778141410938
48;99.99312605579043;73.53387394421951
49;99.99312605579043;73.53387394421951
50;99.99312605579043;73.53387394421951
51;99.99312605579043;73.53387394421951
52;98.65167976587813;72.55032023412593
53;98.65167976587813;72.55032023412593
54;98.65167976587813;72.55032023412593
55;98.65167976587813;72.55032023412593
56;98.34304786806113;72.32795213194414
57;98.34304786806113;72.32795213194414
58;98.34304786806113;72.32795213194414
59;98.34304786806113;72.32795213194414
60;99.57692167348709;73.22807832651655
61;99.57692167348709;73.22807832651655
62;99.57692167348709;73.22807832651655
63;99.57692167348709;73.22807832651655
64;98.34304786806113;72.32795213194414
65;98.34304786806113;72.32795213194414
66;98.34304786806113;72.32795213194414
67;98.34304786806113;72.32795213194414
68;101.44921858589348;74.60778141410938
69;101.44921858589348;74.60778141410938
70;101.44921858589348;74.60778141410938
71;101.44921858589348;74.60778141410938
72;102.89911550533475;75.67088449466542
73;102.89911550533475;75.67088449466542
74;102.89911550533475;75.67088449466542
75;102.89911550533475;75.67088449466542
76;104.75664798456604;77.03535201543356
77;104.75664798456604;77.03535201543356
78;104.75664798456604;77.03535201543356
79;104.75664798456604;77.03535201543356
80;106.52097009645568;78.32902990354923
81;106.52097009645568;78.32902990354923
82;106.52097009645568;78.32902990354923
83;106.52097009645568;78.32902990354923
84;107.29610438362153;78.91589561639256
85;107.29610438362153;78.91589561639256
86;107.29610438362153;78.91589561639256
87;107.29610438362153;78.91589561639256
88;106.31049638567816;78.17850361432187
89;106.31049638567816;78.17850361432187
90;106.31049638567816;78.17850361432187
91;106.31049638567816;78.17850361432187
92;104.85747076441213;77.10752923558114
93;104.85747076441213;77.10752923558114
94;104.85747076441213;77.10752923558114
95;104.85747076441213;77.10752923558114
